day_month;mmolm3_mean;molL_mean;JL_mean;thetao_mean;zoo1_mean;mf0_pil_mean;mf1_pil_mean;mf2_pil_mean;mf3_pil_mean;mf4_pil_mean;mf0_ane_mean;mf1_ane_mean;mf2_ane_mean;mf3_ane_mean;mf4_ane_mean
20/01;4,922131501272727;4,922131590909092e-6;2,717016588750001;13,659012398409095;0,02605395931818181;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
21/01;4,980485183727273;4,980484772727273e-6;2,749227821522728;13,632740044318183;0,026286862272727262;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
22/01;5,040261460159093;5,040260454545455e-6;2,782224326159092;13,6039102275;0,026478694318181818;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
23/01;5,091027835409091;5,0910275e-6;2,810247365159091;13,57093084931818;0,026718325000000008;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
24/01;5,127103436340909;5,127103181818181e-6;2,830161096886363;13,54057021772727;0,027007130909090914;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
25/01;5,152022874136365;5,152022272727271e-6;2,843916626590909;13,505832266590907;0,027362456363636354;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
26/01;5,153231474863636;5,153230681818181e-6;2,844583774204546;13,474277613863638;0,02774224931818183;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
27/01;5,146733129159091;5,146732500000001e-6;2,8409966873636368;13,444685260454547;0,02804755159090909;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
28/01;5,154794921295456;5,154794545454546e-6;2,8454467965454535;13,419998347045457;0,028244782954545453;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
29/01;5,170507029022727;5,170507272727273e-6;2,8541198800909098;13,398956853181819;0,028369263409090902;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
30/01;5,196295292818184;5,196295681818181e-6;2,8683550017727266;13,375471043863637;0,028422278636363638;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
31/01;5,228996393295455;5,2289968181818185e-6;2,8864060092500017;13,349016331590907;0,02845854977272728;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
01/02;5,262163871590911;5,262163863636362e-6;2,904714457272728;13,321816493863638;0,028509319318181816;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
02/02;5,296721804909091;5,296721818181818e-6;2,9237904363409086;13,296720593409093;0,028614421818181815;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
03/02;5,352110200568181;5,352109772727275e-6;2,9543648308409076;13,28126062954545;0,028702778863636366;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
04/02;5,429764990227272;5,429764318181817e-6;2,9972302746363635;13,26261813159091;0,02868995159090909;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
05/02;5,510165791977271;5,510165227272728e-6;3,0416115171818188;13,247089031363636;0,028661110454545457;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
06/02;5,589523590090909;5,589523181818182e-6;3,0854170216818186;13,226737776590909;0,02866340727272727;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
07/02;5,675810461000001;5,675810681818183e-6;3,133047374340909;13,206420375227275;0,02871392613636364;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
08/02;5,755720603477273;5,755721136363637e-6;3,1771577729545455;13,192707346363632;0,028891229318181808;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
09/02;5,803089986113637;5,8030909090909115e-6;3,2033056722727267;13,176739904318184;0,02925714272727272;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
10/02;5,813443396431819;5,813444772727273e-6;3,20902075475;13,159185979318183;0,02960196227272728;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
11/02;5,821570418727275;5,821571363636365e-6;3,2135068710909085;13,144663218181819;0,029785751136363628;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
12/02;5,8385582447500015;5,838558863636362e-6;3,2228841510909088;13,128554820681819;0,029917985227272716;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
13/02;5,862256471227273;5,862256818181817e-6;3,235965572204545;13,113024920227273;0,030176324772727272;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
14/02;5,901267510045452;5,901267500000001e-6;3,2574996655909088;13,097342012727273;0,03046941840909091;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
15/02;5,940496096272725;5,940495909090908e-6;3,279153845159091;13,083369150454546;0,03078199409090908;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
16/02;5,957771625068182;5,957771136363638e-6;3,288689936977271;13,06902619886364;0,03111313068181817;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
17/02;5,976438478954545;5,976437499999999e-6;3,298994040363637;13,056915220909094;0,03135170931818183;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
18/02;6,01046225709091;6,010462045454545e-6;3,317775165772728;13,045550323181816;0,031464138863636366;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
19/02;6,050813513931817;6,050813409090907e-6;3,34004905959091;13,031505759090908;0,03150722204545455;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
20/02;6,087680156477273;6,0876790909090895e-6;3,3603994462727274;13,023931002727274;0,031632913636363634;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
21/02;6,119926407590909;6,119925909090908e-6;3,3781993768863625;13,015750358636364;0,03177960613636364;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
22/02;6,152590042613636;6,152589318181818e-6;3,396229703409089;13,008444424318185;0,03190997295454545;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
23/02;6,164649004431817;6,164648863636363e-6;3,4028862503181814;12,998619760681821;0,03214980818181818;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
24/02;6,176080590204544;6,176080227272728e-6;3,409196485659091;12,988345139772731;0,03234853522727272;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
25/02;6,204953586045456;6,2049536363636345e-6;3,4251343793636355;12,983481848863637;0,03242026136363637;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
26/02;6,239942226636365;6,239942045454545e-6;3,4444481090681807;12,976500892045452;0,03239183454545455;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
27/02;6,276113407772726;6,276113863636363e-6;3,4644146010909096;12,971043967954547;0,03233965772727272;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
28/02;6,306518976613634;6,306519318181819e-6;3,481198475068183;12,968697728409095;0,03232912363636364;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
01/03;6,339636778863636;6,339637500000004e-6;3,499479501909089;12,966671925227274;0,03236367772727273;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
02/03;6,332392507295453;6,3323929545454555e-6;3,495480664045455;12,967944189999999;0,03256713522727273;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
03/03;6,293957114227269;6,293957499999999e-6;3,474264327068182;12,97363480863636;0,03270560090909091;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
04/03;6,246644822159089;6,246644090909093e-6;3,4481479418863645;12,976405256590908;0,0327739209090909;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
05/03;6,220840834113637;6,220839999999998e-6;3,4339041404999993;12,974506917500001;0,03282613113636364;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
06/03;6,214774998090908;6,214773863636363e-6;3,4305557990454547;12,96915567272727;0,03288741636363635;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
07/03;6,2283144573863645;6,228312954545455e-6;3,43802958059091;12,963077911363637;0,03295086977272727;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
08/03;6,252521653272729;6,252520227272726e-6;3,451391952613636;12,957270337954544;0,03306893045454545;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
09/03;6,285192902295455;6,2851918181818175e-6;3,4694264820227265;12,955511935681818;0,03317441045454544;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
10/03;6,328981884000002;6,328981590909093e-6;3,4935979999090905;12,95780704431818;0,03323433909090909;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
11/03;6,373224801068181;6,373224090909092e-6;3,518020090113636;12,962737205454546;0,03334453295454546;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
12/03;6,410875320386361;6,4108743181818174e-6;3,5388031768409096;12,968756024545455;0,03347528545454545;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
13/03;6,441194672863637;6,441194318181816e-6;3,555539459363636;12,980519936590907;0,033664678409090903;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
14/03;6,475363389227274;6,475363181818179e-6;3,574400590772727;12,994616385000002;0,03390767750000002;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
15/03;6,504327654318181;6,504327045454549e-6;3,5903888652500004;13,006865387045453;0,03423258;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
16/03;6,538109671954545;6,538108863636364e-6;3,6090365389772727;13,023283316363637;0,03461325363636363;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
17/03;6,58765621325;6,5876552272727285e-6;3,636386229795456;13,040149280681819;0,034954479545454546;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
18/03;6,646782997500001;6,6467822727272715e-6;3,6690242147272727;13,053893236363633;0,03523325999999999;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
19/03;6,717192237568181;6,717191818181819e-6;3,7078901152045445;13,066166011363636;0,03546098704545454;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
20/03;6,814877836750001;6,814877499999999e-6;3,761812565931818;13,079522858409094;0,035734588409090925;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
21/03;6,9318470525;6,9318470454545456e-6;3,826379572886363;13,090394991590909;0,036023326136363644;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
22/03;7,048499357681817;7,0484997727272735e-6;3,8907716452954557;13,102195810227272;0,036378894090909095;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
23/03;7,147597782090907;7,147599090909091e-6;3,9454739755909105;13,111929938181818;0,03678269295454544;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
24/03;7,229077138863636;7,229078409090907e-6;3,9904505805227286;13,122823601136366;0,03708989749999999;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
25/03;7,304132764318183;7,304133863636364e-6;4,031881285818183;13,133688604090912;0,03732422136363637;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
26/03;7,389091955931821;7,389092954545457e-6;4,078778759613638;13,149081580454547;0,03768862340909091;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
27/03;7,485234094954546;7,485235454545453e-6;4,131849220386364;13,165108785000001;0,03816063772727272;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
28/03;7,592579530000003;7,592580227272725e-6;4,19110390040909;13,17648949090909;0,03864560363636363;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
29/03;7,690878402818183;7,690878409090912e-6;4,245364878272727;13,196758779772727;0,03913702340909093;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
30/03;7,775858293431819;7,775858636363637e-6;4,292273777840908;13,219153447954545;0,039590122045454555;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
31/03;7,874800312613635;7,874800909090907e-6;4,3468897724545466;13,243780535;0,03998736522727273;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
01/04;7,98628527159091;7,986286136363634e-6;4,4084294697045445;13,266617640000003;0,040409408409090915;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
02/04;8,10955168661364;8,109551818181818e-6;4,4764725308409075;13,291897729545456;0,04086314113636364;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
03/04;8,232809379840909;8,232809318181818e-6;4,544510777522726;13,314059195681818;0,04137457340909092;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
04/04;8,371869970386365;8,371870681818181e-6;4,621272223500001;13,335652088863634;0,041867852272727275;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
05/04;8,50875265952273;8,508753636363638e-6;4,69683146790909;13,357993922954545;0,04234146113636364;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
06/04;8,620008929750002;8,620007272727277e-6;4,758244929181817;13,384453967500006;0,04287877386363637;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
07/04;8,72303594443182;8,723035454545457e-6;4,815115841318181;13,405316548409093;0,043397482272727265;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
08/04;8,827987579704544;8,827987727272726e-6;4,87304914390909;13,42794695045455;0,043938926363636374;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
09/04;8,932548155181818;8,932548409090907e-6;4,930766581659092;13,452379065909088;0,04447054977272727;0,020799313636363635;0,12889956363636365;0,3988970840909092;0,7809939363636363;0,7809939363636363;0,020295745454545457;0,2515024704545455;0,9724317954545455;1,3779576704545458;1,3779576704545458
